DATE,DURATION,PROTOCOL,SRC IP,SRC PORT,DEST IP,DEST PORT,PACKETS,BYTES,FLOWS,FLAGS,TOS,CLASS
21:39.7,0.063,TCP  ,OPENSTACK_NET,50180,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
21:36.7,12.549,TCP  ,10034_187,59937,EXT_SERVER,22,17,1988,1,.AP.SF,0,suspicious
21:36.7,12.549,TCP  ,EXT_SERVER,22,10034_187,59937,23,3545,1,.AP.SF,0,suspicious
24:49.2,0.999,TCP  ,10038_52,50869,EXT_SERVER,22,5,238,1,.A.RS.,0,suspicious
24:49.2,0.999,TCP  ,EXT_SERVER,22,10038_52,50869,3,210,1,.AP.S.,0,suspicious
24:35.7,15.701,TCP  ,EXT_SERVER,22,10001_123,2575,18,2985,1,.AP.S.,0,suspicious
24:35.7,15.701,TCP  ,10001_123,2575,EXT_SERVER,22,14,2825,1,.APRS.,0,suspicious
21:48.0,9.024,TCP  ,10006_27,46166,EXT_SERVER,22,17,2283,1,.AP.SF,0,suspicious
21:48.0,9.024,TCP  ,EXT_SERVER,22,10006_27,46166,19,3185,1,.AP.SF,0,suspicious
21:45.6,15.289,TCP  ,EXT_SERVER,22,10036_27,43970,23,3545,1,.AP.SF,0,suspicious
21:45.6,15.289,TCP  ,10036_27,43970,EXT_SERVER,22,17,1988,1,.AP.SF,0,suspicious
25:00.1,0,TCP  ,EXT_SERVER,23,10039_17,10430,1,40,1,.A.R..,0,suspicious
25:00.1,0,TCP  ,10039_17,10430,EXT_SERVER,23,1,46,1,....S.,0,suspicious
25:02.9,10.018,TCP  ,10008_98,56710,EXT_SERVER,22,15,2157,1,.APRSF,0,suspicious
25:02.9,10.018,TCP  ,EXT_SERVER,22,10008_98,56710,20,3249,1,.AP.SF,0,suspicious
25:06.4,14.931,TCP  ,EXT_SERVER,22,10001_123,3193,18,2985,1,.AP.S.,0,suspicious
25:06.4,14.931,TCP  ,10001_123,3193,EXT_SERVER,22,18,3073,1,.APRS.,0,suspicious
25:12.6,9.397,TCP  ,10008_98,39738,EXT_SERVER,22,15,2157,1,.APRSF,0,suspicious
25:12.6,9.397,TCP  ,EXT_SERVER,22,10008_98,39738,20,3249,1,.AP.SF,0,suspicious
25:32.8,0.001,TCP  ,EXT_SERVER,23,10040_198,64161,1,40,1,.A.R..,0,suspicious
25:32.8,0.001,TCP  ,10040_198,64161,EXT_SERVER,23,1,46,1,....S.,0,suspicious
22:39.5,0.049,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50197,7,556,1,.AP.SF,0,normal
22:39.5,0.049,TCP  ,OPENSTACK_NET,50197,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
22:39.5,0.06,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50198,7,702,1,.AP.SF,0,normal
22:39.5,0.06,TCP  ,OPENSTACK_NET,50198,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
22:48.6,0.071,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63250,7,561,1,.AP.SF,0,normal
22:48.6,0.071,TCP  ,OPENSTACK_NET,63250,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
22:48.8,0.067,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63253,7,1726,1,.AP.SF,0,normal
22:48.8,0.067,TCP  ,OPENSTACK_NET,63253,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
22:47.9,9.746,TCP  ,10006_27,23777,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
22:47.9,9.746,TCP  ,EXT_SERVER,22,10006_27,23777,19,3185,1,.AP.SF,0,suspicious
25:49.0,14.006,TCP  ,EXT_SERVER,22,10001_123,4210,18,2985,1,.AP.S.,0,suspicious
25:49.0,14.006,TCP  ,10001_123,4210,EXT_SERVER,22,13,2779,1,.APRS.,0,suspicious
21:10.6,120.466,TCP  ,10004_35,17029,EXT_SERVER,22,4,231,1,.AP.SF,0,suspicious
21:10.6,120.466,TCP  ,EXT_SERVER,22,10004_35,17029,11,6590,1,.AP.SF,0,suspicious
23:48.6,0.073,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63268,7,702,1,.AP.SF,0,normal
23:48.6,0.073,TCP  ,OPENSTACK_NET,63268,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
23:48.6,0.049,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63269,7,556,1,.AP.SF,0,normal
23:48.6,0.049,TCP  ,OPENSTACK_NET,63269,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
26:34.9,13.968,TCP  ,EXT_SERVER,22,10001_123,1678,19,3093,1,.AP.S.,0,suspicious
26:34.9,13.968,TCP  ,10001_123,1678,EXT_SERVER,22,15,2935,1,.APRS.,0,suspicious
23:43.3,8.861,TCP  ,10006_27,24913,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
23:43.3,8.861,TCP  ,EXT_SERVER,22,10006_27,24913,19,3185,1,.AP.SF,0,suspicious
26:43.1,10.181,TCP  ,10008_98,56118,EXT_SERVER,22,17,2261,1,.APRSF,0,suspicious
26:43.1,10.181,TCP  ,EXT_SERVER,22,10008_98,56118,20,3249,1,.AP.SF,0,suspicious
25:01.4,120.913,TCP  ,10004_35,50432,EXT_SERVER,22,5,277,1,.APRSF,0,suspicious
25:01.4,120.913,TCP  ,EXT_SERVER,22,10004_35,50432,11,6590,1,.AP.SF,0,suspicious
24:04.2,0,UDP  ,10041_1,36621,EXT_SERVER,17,1,46,1,......,0,suspicious
24:04.2,0,ICMP ,EXT_SERVER,0,10041_1,3.3,1,56,1,......,0,suspicious
27:02.6,9.573,TCP  ,10008_98,49929,EXT_SERVER,22,17,2261,1,.APRSF,0,suspicious
27:02.6,9.573,TCP  ,EXT_SERVER,22,10008_98,49929,20,3249,1,.AP.SF,0,suspicious
27:09.9,6.395,TCP  ,10004_35,35213,EXT_SERVER,22,7,1029,1,.APRSF,0,suspicious
27:09.9,6.395,TCP  ,EXT_SERVER,22,10004_35,35213,9,4421,1,.AP.SF,0,suspicious
24:12.0,10.023,TCP  ,10008_98,39936,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
24:12.0,10.023,TCP  ,EXT_SERVER,22,10008_98,39936,19,3185,1,.AP.SF,0,suspicious
27:13.9,14.301,TCP  ,EXT_SERVER,22,10001_123,4598,20,3065,1,.AP.S.,0,suspicious
27:13.9,14.301,TCP  ,10001_123,4598,EXT_SERVER,22,14,2825,1,.APRS.,0,suspicious
27:36.0,0,TCP  ,10042_81,38706,EXT_SERVER,23,1,46,1,....S.,0,suspicious
27:36.0,0,TCP  ,EXT_SERVER,23,10042_81,38706,1,40,1,.A.R..,0,suspicious
24:32.3,11.092,TCP  ,10008_98,44030,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
24:32.3,11.092,TCP  ,EXT_SERVER,22,10008_98,44030,19,3197,1,.AP.SF,0,suspicious
24:41.4,10.592,TCP  ,10006_27,36389,EXT_SERVER,22,17,2279,1,.AP.SF,0,suspicious
24:41.4,10.592,TCP  ,EXT_SERVER,22,10006_27,36389,20,3305,1,.AP.SF,0,suspicious
24:50.2,2.052,TCP  ,10038_52,53307,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious
24:50.2,2.052,TCP  ,EXT_SERVER,22,10038_52,53307,14,1913,1,.AP.SF,0,suspicious
22:39.5,135.064,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50199,2,92,1,.A..SF,0,normal
22:39.5,135.064,TCP  ,OPENSTACK_NET,50199,EXT_SERVER,8000,4,190,1,.A..SF,0,normal
24:43.1,10.916,TCP  ,10008_98,59306,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
24:43.1,10.916,TCP  ,EXT_SERVER,22,10008_98,59306,19,3197,1,.AP.SF,0,suspicious
24:52.3,2.657,TCP  ,10038_52,59216,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious
24:52.3,2.657,TCP  ,EXT_SERVER,22,10038_52,59216,14,1913,1,.AP.SF,0,suspicious
27:44.3,12.451,TCP  ,EXT_SERVER,22,10001_123,1347,18,2985,1,.AP.S.,0,suspicious
27:44.3,12.451,TCP  ,10001_123,1347,EXT_SERVER,22,14,2825,1,.APRS.,0,suspicious
24:54.9,3.069,TCP  ,10038_52,52905,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious
24:54.9,3.069,TCP  ,EXT_SERVER,22,10038_52,52905,14,1913,1,.AP.SF,0,suspicious
24:53.7,9.558,TCP  ,10008_98,47244,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
24:53.7,9.558,TCP  ,EXT_SERVER,22,10008_98,47244,19,3185,1,.AP.SF,0,suspicious
27:59.6,13.418,TCP  ,EXT_SERVER,22,10001_123,2560,20,3065,1,.AP.S.,0,suspicious
27:59.6,13.418,TCP  ,10001_123,2560,EXT_SERVER,22,16,2917,1,.APRS.,0,suspicious
25:18.1,2.907,TCP  ,10038_52,54806,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious
25:18.1,2.907,TCP  ,EXT_SERVER,22,10038_52,54806,14,1913,1,.AP.SF,0,suspicious
28:22.7,0,TCP  ,10043_251,60112,EXT_SERVER,7547,1,46,1,....S.,0,suspicious
28:22.7,0,TCP  ,EXT_SERVER,7547,10043_251,60112,1,40,1,.A.R..,0,suspicious
26:28.3,122.916,TCP  ,10004_35,43830,EXT_SERVER,22,7,389,1,.APRSF,0,suspicious
26:28.3,122.916,TCP  ,EXT_SERVER,22,10004_35,43830,14,6774,1,.AP.SF,0,suspicious
28:18.4,13.385,TCP  ,EXT_SERVER,22,10001_123,4520,18,2985,1,.AP.S.,0,suspicious
28:18.4,13.385,TCP  ,10001_123,4520,EXT_SERVER,22,14,2825,1,.APRS.,0,suspicious
25:21.6,11.356,TCP  ,10008_98,45008,EXT_SERVER,22,19,2387,1,.AP.SF,0,suspicious
25:21.6,11.356,TCP  ,EXT_SERVER,22,10008_98,45008,19,3185,1,.AP.SF,0,suspicious
23:33.2,121.951,TCP  ,10004_35,59264,EXT_SERVER,22,5,268,1,.A..SF,0,suspicious
23:33.2,121.951,TCP  ,EXT_SERVER,22,10004_35,59264,5,341,1,.AP.SF,0,suspicious
25:39.5,0.048,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50246,7,556,1,.AP.SF,0,normal
25:39.5,0.048,TCP  ,OPENSTACK_NET,50246,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
25:39.5,0.062,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50247,7,702,1,.AP.SF,0,normal
25:39.5,0.062,TCP  ,OPENSTACK_NET,50247,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
25:39.5,1.214,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50248,7,639,1,.AP.SF,0,normal
25:39.5,1.214,TCP  ,OPENSTACK_NET,50248,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
25:32.7,10.768,TCP  ,10008_98,60051,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
25:32.7,10.768,TCP  ,EXT_SERVER,22,10008_98,60051,19,3185,1,.AP.SF,0,suspicious
25:41.0,2.394,TCP  ,10038_52,62063,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious
25:41.0,2.394,TCP  ,EXT_SERVER,22,10038_52,62063,14,1913,1,.AP.SF,0,suspicious
25:35.6,9.931,TCP  ,10006_27,12567,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
25:35.6,9.931,TCP  ,EXT_SERVER,22,10006_27,12567,19,3185,1,.AP.SF,0,suspicious
25:43.4,2.333,TCP  ,10038_52,49170,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious
25:43.4,2.333,TCP  ,EXT_SERVER,22,10038_52,49170,14,1913,1,.AP.SF,0,suspicious
28:39.2,6.914,TCP  ,10004_35,11304,EXT_SERVER,22,8,480,1,.APRSF,0,suspicious
28:39.2,6.914,TCP  ,EXT_SERVER,22,10004_35,11304,9,2489,1,.AP.SF,0,suspicious
25:45.7,1.61,TCP  ,10038_52,52500,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious
25:45.7,1.61,TCP  ,EXT_SERVER,22,10038_52,52500,14,1913,1,.AP.SF,0,suspicious
25:47.3,2.549,TCP  ,10038_52,56209,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious
25:47.3,2.549,TCP  ,EXT_SERVER,22,10038_52,56209,14,1913,1,.AP.SF,0,suspicious
25:49.8,2.306,TCP  ,10038_52,57117,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious
25:49.8,2.306,TCP  ,EXT_SERVER,22,10038_52,57117,14,1913,1,.AP.SF,0,suspicious
25:43.1,10.183,TCP  ,10008_98,43233,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
25:43.1,10.183,TCP  ,EXT_SERVER,22,10008_98,43233,19,3185,1,.AP.SF,0,suspicious
25:52.1,1.911,TCP  ,10038_52,58285,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious
25:52.1,1.911,TCP  ,EXT_SERVER,22,10038_52,58285,14,1913,1,.AP.SF,0,suspicious
25:54.7,0,UDP  ,10044_53,5089,EXT_SERVER,5060,1,437,1,......,0,suspicious
25:54.7,0,ICMP ,EXT_SERVER,0,10044_53,3.3,1,465,1,......,0,suspicious
28:42.0,13.824,TCP  ,EXT_SERVER,22,10001_123,4538,18,2985,1,.AP.S.,0,suspicious
28:42.0,13.824,TCP  ,10001_123,4538,EXT_SERVER,22,15,2871,1,.APRS.,0,suspicious
25:54.3,2.19,TCP  ,10038_52,59325,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious
25:54.3,2.19,TCP  ,EXT_SERVER,22,10038_52,59325,14,1913,1,.AP.SF,0,suspicious
25:56.5,2.129,TCP  ,10038_52,61370,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious
25:56.5,2.129,TCP  ,EXT_SERVER,22,10038_52,61370,14,1913,1,.AP.SF,0,suspicious
25:58.6,2.744,TCP  ,10038_52,63029,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious
25:58.6,2.744,TCP  ,EXT_SERVER,22,10038_52,63029,14,1913,1,.AP.SF,0,suspicious
26:01.3,3.14,TCP  ,10038_52,65209,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious
26:01.3,3.14,TCP  ,EXT_SERVER,22,10038_52,65209,14,1913,1,.AP.SF,0,suspicious
25:53.9,11.299,TCP  ,10008_98,54337,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
25:53.9,11.299,TCP  ,EXT_SERVER,22,10008_98,54337,19,3197,1,.AP.SF,0,suspicious
26:04.7,2.357,TCP  ,10038_52,51302,EXT_SERVER,22,11,1275,1,.AP.SF,0,suspicious
26:04.7,2.357,TCP  ,EXT_SERVER,22,10038_52,51302,14,1913,1,.AP.SF,0,suspicious
26:07.1,2.288,TCP  ,10038_52,53054,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious
26:07.1,2.288,TCP  ,EXT_SERVER,22,10038_52,53054,14,1913,1,.AP.SF,0,suspicious
26:04.9,10.598,TCP  ,10008_98,44778,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
26:04.9,10.598,TCP  ,EXT_SERVER,22,10008_98,44778,19,3185,1,.AP.SF,0,suspicious
26:15.2,10.061,TCP  ,10008_98,55951,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
26:15.2,10.061,TCP  ,EXT_SERVER,22,10008_98,55951,19,3185,1,.AP.SF,0,suspicious
29:14.5,11.573,TCP  ,10006_27,20210,EXT_SERVER,22,17,2273,1,.APRSF,0,suspicious
29:14.5,11.573,TCP  ,EXT_SERVER,22,10006_27,20210,22,3489,1,.AP.SF,0,suspicious
29:14.8,13.89,TCP  ,EXT_SERVER,22,10001_123,4643,19,3037,1,.AP.S.,0,suspicious
29:14.8,13.89,TCP  ,10001_123,4643,EXT_SERVER,22,15,2981,1,.APRS.,0,suspicious
26:24.9,9.201,TCP  ,10008_98,38327,EXT_SERVER,22,19,2371,1,.AP.SF,0,suspicious
26:24.9,9.201,TCP  ,EXT_SERVER,22,10008_98,38327,19,3185,1,.AP.SF,0,suspicious
26:30.5,8.687,TCP  ,10006_27,51482,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious
26:30.5,8.687,TCP  ,EXT_SERVER,22,10006_27,51482,19,3185,1,.AP.SF,0,suspicious
26:39.5,0.067,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50265,7,561,1,.AP.SF,0,normal
26:39.5,0.067,TCP  ,OPENSTACK_NET,50265,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal
26:39.7,0.065,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50266,7,1726,1,.AP.SF,0,normal
26:39.7,0.065,TCP  ,OPENSTACK_NET,50266,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal
29:39.4,0.393,TCP  ,10045_44,42664,EXT_SERVER,22,2,94,1,...RS.,0,suspicious
29:39.4,0.393,TCP  ,EXT_SERVER,22,10045_44,42664,1,48,1,.A..S.,0,suspicious
26:33.8,9.702,TCP  ,10008_98,46661,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious
26:33.8,9.702,TCP  ,EXT_SERVER,22,10008_98,46661,19,3185,1,.AP.SF,0,suspicious
29:33.1,14.062,TCP  ,EXT_SERVER,22,10001_123,3797,19,3093,1,.AP.S.,0,suspicious
29:33.1,14.062,TCP  ,10001_123,3797,EXT_SERVER,22,13,2779,1,.APRS.,0,suspicious
26:48.7,0.073,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63320,7,702,1,.AP.SF,0,normal
26:48.7,0.073,TCP  ,OPENSTACK_NET,63320,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal
26:48.7,0.062,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63321,7,556,1,.AP.SF,0,normal
26:48.7,0.062,TCP  ,OPENSTACK_NET,63321,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal
26:49.7,0.047,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63322,7,639,1,.AP.SF,0,normal
26:49.7,0.047,TCP  ,OPENSTACK_NET,63322,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal
29:22.7,36.322,TCP  ,10004_35,17145,EXT_SERVER,22,4,242,1,.APRSF,0,suspicious
29:22.7,36.322,TCP  ,EXT_SERVER,22,10004_35,17145,9,679,1,.AP.S.,0,suspicious
26:53.0,9.948,TCP  ,10008_98,38003,EXT_SERVER,22,19,2383,1,.AP.SF,0,suspicious
26:53.0,9.948,TCP  ,EXT_SERVER,22,10008_98,38003,20,3289,1,.AP.SF,0,suspicious
30:08.3,6.455,TCP  ,10004_35,38088,EXT_SERVER,22,6,374,1,.APRSF,0,suspicious
30:08.3,6.455,TCP  ,EXT_SERVER,22,10004_35,38088,7,2385,1,.AP.S.,0,suspicious
27:16.7,0,UDP  ,10046_8,49204,EXT_SERVER,1900,1,122,1,......,0,suspicious
27:16.7,0,ICMP ,EXT_SERVER,0,10046_8,3.3,1,150,1,......,0,suspicious
30:02.3,13.707,TCP  ,EXT_SERVER,22,10001_123,2934,18,2985,1,.AP.S.,0,suspicious
30:02.3,13.707,TCP  ,10001_123,2934,EXT_SERVER,22,13,2843,1,.APRS.,0,suspicious
25:43.7,95.245,TCP  ,10004_35,44381,EXT_SERVER,22,6,983,1,.AP.SF,0,suspicious
25:43.7,95.245,TCP  ,EXT_SERVER,22,10004_35,44381,14,7633,1,.AP.SF,0,suspicious
30:18.3,0,TCP  ,10047_158,62086,EXT_SERVER,5358,1,46,1,....S.,0,suspicious
30:18.3,0,TCP  ,EXT_SERVER,5358,10047_158,62086,1,40,1,.A.R..,0,suspicious
27:11.9,9.063,TCP  ,10008_98,34213,EXT_SERVER,22,17,2283,1,.AP.SF,0,suspicious
27:11.9,9.063,TCP  ,EXT_SERVER,22,10008_98,34213,19,3185,1,.AP.SF,0,suspicious
